aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
0.103500 0.000250 -1.000500 / -6.337214 12.000956 2.831977 / -5227.003906 6927.294922 2877.994629
0.103500 0.000250 -1.000500 / -6.350489 12.003481 2.822502 / -5233.360840 6939.299805 2880.812500
0.103500 0.000250 -1.000500 / -6.363764 12.006006 2.813027 / -5239.731445 6951.307129 2883.620850
0.103500 0.000250 -1.000500 / -6.377039 12.008532 2.803552 / -5246.115234 6963.316895 2886.419678
0.103500 0.000250 -1.000500 / -6.390315 12.011057 2.794077 / -5252.512207 6975.329102 2889.208984
0.103500 0.000250 -1.000500 / -6.403590 12.013582 2.784602 / -5258.922363 6987.343750 2891.988770
0.103500 0.000250 -1.000500 / -6.416865 12.016108 2.775127 / -5265.345703 6999.361328 2894.759277
0.103500 0.000250 -1.000500 / -6.430140 12.018633 2.765652 / -5271.782715 7011.381348 2897.520264
0.103500 0.000250 -1.000500 / -6.443415 12.021158 2.756177 / -5278.232910 7023.403809 2900.271729
0.103500 0.000250 -1.000500 / -6.456690 12.023684 2.746702 / -5284.696289 7035.428711 2903.013672
0.103500 0.000250 -1.000500 / -6.469965 12.026209 2.737227 / -5291.172852 7047.456055 2905.746094
0.103500 0.000250 -1.000500 / -6.483241 12.028734 2.727752 / -5297.662598 7059.485840 2908.468994
0.103500 0.000250 -1.000500 / -6.496516 12.031260 2.718277 / -5304.165527 7071.518555 2911.182617
0.103500 0.000250 -1.000500 / -6.509791 12.033785 2.708802 / -5310.682129 7083.553711 2913.886719
0.103500 0.000250 -1.000500 / -6.523066 12.036310 2.699327 / -5317.211914 7095.591309 2916.581299
0.103500 0.000250 -1.000500 / -6.536341 12.038836 2.689852 / -5323.754883 7107.631348 2919.266357
0.103500 0.000250 -1.000500 / -6.549616 12.041361 2.680377 / -5330.311035 7119.673828 2921.941895
0.103500 0.000250 -1.000500 / -6.562891 12.043886 2.670902 / -5336.880371 7131.718750 2924.608154
0.103500 0.000250 -1.000500 / -6.576167 12.046412 2.661427 / -5343.463379 7143.766602 2927.264893
0.103500 0.000250 -1.000500 / -6.589442 12.048937 2.651952 / -5350.059570 7155.816895 2929.912109
0.103500 0.000250 -1.000500 / -6.602717 12.051462 2.642477 / -5356.668945 7167.869629 2932.549805
0.103500 0.000250 -1.000500 / -6.615992 12.053988 2.633002 / -5363.291504 7179.924805 2935.177979
0.099750 -0.035750 -0.985250 / -6.637067 12.041463 2.632252 / -5369.938965 7191.959961 2937.809814
0.099750 -0.035750 -0.985250 / -6.658142 12.028938 2.631502 / -5376.607422 7203.982422 2940.440918
0.099750 -0.035750 -0.985250 / -6.679216 12.016414 2.630752 / -5383.297363 7215.992676 2943.071289
0.099750 -0.035750 -0.985250 / -6.700291 12.003889 2.630002 / -5390.008301 7227.990234 2945.700928
0.099750 -0.035750 -0.985250 / -6.721366 11.991364 2.629251 / -5396.740234 7239.975098 2948.329834
0.099750 -0.035750 -0.985250 / -6.742441 11.978840 2.628501 / -5403.493164 7251.947754 2950.958008
0.099750 -0.035750 -0.985250 / -6.763515 11.966315 2.627751 / -5410.267090 7263.907715 2953.585449
0.099750 -0.035750 -0.985250 / -6.784590 11.953791 2.627001 / -5417.062012 7275.855469 2956.212158
0.099750 -0.035750 -0.985250 / -6.805665 11.941266 2.626251 / -5423.878418 7287.790527 2958.838135
0.099750 -0.035750 -0.985250 / -6.826740 11.928741 2.625501 / -5430.715820 7299.712891 2961.463379
0.099750 -0.035750 -0.985250 / -6.847815 11.916217 2.624751 / -5437.574219 7311.623047 2964.087646
0.099750 -0.035750 -0.985250 / -6.868889 11.903692 2.624001 / -5444.453613 7323.520508 2966.711182
0.099750 -0.035750 -0.985250 / -6.889964 11.891168 2.623251 / -5451.354004 7335.405273 2969.333984
0.099750 -0.035750 -0.985250 / -6.911039 11.878643 2.622501 / -5458.275391 7347.277832 2971.956055
0.099750 -0.035750 -0.985250 / -6.932114 11.866118 2.621751 / -5465.218262 7359.137695 2974.577393
0.099750 -0.035750 -0.985250 / -6.953188 11.853594 2.621001 / -5472.182129 7370.984863 2977.197998
0.099750 -0.035750 -0.985250 / -6.974263 11.841069 2.620251 / -5479.166992 7382.819824 2979.817871
0.099750 -0.035750 -0.985250 / -6.995338 11.828545 2.619501 / -5486.172852 7394.642090 2982.437012
0.099750 -0.035750 -0.985250 / -7.016413 11.816020 2.618751 / -5493.199707 7406.451660 2985.055420
0.099750 -0.035750 -0.985250 / -7.037488 11.803495 2.618001 / -5500.247559 7418.249023 2987.673096
0.099750 -0.035750 -0.985250 / -7.058562 11.790971 2.617250 / -5507.316895 7430.033691 2990.290039
0.099750 -0.035750 -0.985250 / -7.079637 11.778446 2.616500 / -5514.407227 7441.805664 2992.906250
0.099750 -0.035750 -0.985250 / -7.100712 11.765922 2.615750 / -5521.518555 7453.565430 2995.521729
0.099750 -0.035750 -0.985250 / -7.121787 11.753397 2.615000 / -5528.650879 7465.312500 2998.136475
0.099750 -0.035750 -0.985250 / -7.142861 11.740872 2.614250 / -5535.804199 7477.046875 3000.750244
0.099750 -0.035750 -0.985250 / -7.163936 11.728348 2.613500 / -5542.978516 7488.769043 3003.363281
0.099750 -0.035750 -0.985250 / -7.185011 11.715823 2.612750 / -5550.173828 7500.478516 3005.975586
0.099750 -0.035750 -0.985250 / -7.206086 11.703299 2.612000 / -5557.390625 7512.175781 3008.587158
0.099750 -0.035750 -0.985250 / -7.227160 11.690774 2.611250 / -5564.628418 7523.860352 3011.197998
0.099750 -0.035750 -0.985250 / -7.248235 11.678249 2.610500 / -5571.887207 7535.532227 3013.808105
0.099750 -0.035750 -0.985250 / -7.269310 11.665725 2.609750 / -5579.166992 7547.191895 3016.417480
0.099750 -0.035750 -0.985250 / -7.290385 11.653200 2.609000 / -5586.467773 7558.838867 3019.026123
0.099750 -0.035750 -0.985250 / -7.311460 11.640676 2.608250 / -5593.789551 7570.473145 3021.634033
0.099750 -0.035750 -0.985250 / -7.332534 11.628151 2.607500 / -5601.132812 7582.095215 3024.241211
0.099750 -0.035750 -0.985250 / -7.353609 11.615626 2.606750 / -5608.497070 7593.704590 3026.847656
0.099750 -0.035750 -0.985250 / -7.374684 11.603102 2.605999 / -5615.882324 7605.301270 3029.453369
0.099750 -0.035750 -0.985250 / -7.395759 11.590577 2.605249 / -5623.288574 7616.885742 3032.058350
0.099750 -0.035750 -0.985250 / -7.416833 11.578053 2.604499 / -5630.715820 7628.457520 3034.662354
0.099750 -0.035750 -0.985250 / -7.437908 11.565528 2.603749 / -5638.164062 7640.016602 3037.265625
0.099750 -0.035750 -0.985250 / -7.458983 11.553003 2.602999 / -5645.633789 7651.563477 3039.868164
0.110000 0.006750 -0.987750 / -7.473508 11.560453 2.603149 / -5653.114746 7663.127441 3042.471436
0.110000 0.006750 -0.987750 / -7.488033 11.567904 2.603299 / -5660.609863 7674.699219 3045.074707
0.110000 0.006750 -0.987750 / -7.502558 11.575354 2.603449 / -5668.119629 7686.278320 3047.678223
0.110000 0.006750 -0.987750 / -7.517083 11.582804 2.603599 / -5675.644043 7697.864746 3050.281982
0.110000 0.006750 -0.987750 / -7.531608 11.590254 2.603749 / -5683.183105 7709.458496 3052.885742
0.110000 0.006750 -0.987750 / -7.546133 11.597704 2.603899 / -5690.736328 7721.060059 3055.489746
0.110000 0.006750 -0.987750 / -7.560658 11.605154 2.604049 / -5698.304199 7732.668945 3058.093750
0.110000 0.006750 -0.987750 / -7.575182 11.612604 2.604199 / -5705.886719 7744.285156 3060.697998
0.110000 0.006750 -0.987750 / -7.589707 11.620054 2.604349 / -5713.483887 7755.909180 3063.302490
0.110000 0.006750 -0.987750 / -7.604232 11.627504 2.604499 / -5721.095215 7767.540527 3065.906982
0.110000 0.006750 -0.987750 / -7.618757 11.634954 2.604649 / -5728.721191 7779.179199 3068.511719
0.110000 0.006750 -0.987750 / -7.633282 11.642405 2.604799 / -5736.361816 7790.825195 3071.116699
0.110000 0.006750 -0.987750 / -7.647807 11.649855 2.604949 / -5744.017090 7802.479004 3073.721680
0.110000 0.006750 -0.987750 / -7.662332 11.657305 2.605099 / -5751.686523 7814.140137 3076.326904
0.110000 0.006750 -0.987750 / -7.676857 11.664755 2.605249 / -5759.370605 7825.808594 3078.932129
0.110000 0.006750 -0.987750 / -7.691382 11.672205 2.605399 / -5767.069336 7837.484375 3081.537598
0.110000 0.006750 -0.987750 / -7.705907 11.679655 2.605549 / -5774.782715 7849.167969 3084.143311
0.110000 0.006750 -0.987750 / -7.720432 11.687105 2.605699 / -5782.510254 7860.858887 3086.749023
0.110000 0.006750 -0.987750 / -7.734957 11.694555 2.605849 / -5790.252441 7872.557129 3089.354980
0.110000 0.006750 -0.987750 / -7.749482 11.702005 2.605999 / -5798.009277 7884.262695 3091.960938
0.110000 0.006750 -0.987750 / -7.764007 11.709455 2.606148 / -5805.780762 7895.976074 3094.567139
0.110000 0.006750 -0.987750 / -7.778532 11.716906 2.606298 / -5813.566406 7907.696777 3097.173584
0.110000 0.006750 -0.987750 / -7.793056 11.724356 2.606448 / -5821.366699 7919.424805 3099.780029
0.110000 0.006750 -0.987750 / -7.807581 11.731806 2.606598 / -5829.181641 7931.160156 3102.386719
0.110000 0.006750 -0.987750 / -7.822106 11.739256 2.606748 / -5837.011230 7942.903320 3104.993652
0.110000 0.006750 -0.987750 / -7.836631 11.746706 2.606898 / -5844.854980 7954.653809 3107.600586
0.110000 0.006750 -0.987750 / -7.851156 11.754156 2.607048 / -5852.713379 7966.411621 3110.207764
0.110000 0.006750 -0.987750 / -7.865681 11.761606 2.607198 / -5860.586426 7978.176758 3112.814941
0.110000 0.006750 -0.987750 / -7.880206 11.769056 2.607348 / -5868.474121 7989.949707 3115.422363
0.110000 0.006750 -0.987750 / -7.894731 11.776506 2.607498 / -5876.375977 8001.729980 3118.030029
0.110000 0.006750 -0.987750 / -7.909256 11.783957 2.607648 / -5884.292480 8013.517578 3120.637695
0.110000 0.006750 -0.987750 / -7.923781 11.791407 2.607798 / -5892.223633 8025.312500 3123.245605
0.110000 0.006750 -0.987750 / -7.938306 11.798857 2.607948 / -5900.169434 8037.115234 3125.853516
0.110000 0.006750 -0.987750 / -7.952831 11.806307 2.608098 / -5908.129395 8048.925293 3128.461670
0.110000 0.006750 -0.987750 / -7.967356 11.813757 2.608248 / -5916.104004 8060.742676 3131.070068
0.110000 0.006750 -0.987750 / -7.981881 11.821207 2.608398 / -5924.093262 8072.567383 3133.678467
0.110000 0.006750 -0.987750 / -7.996406 11.828657 2.608548 / -5932.097168 8084.399902 3136.287109
0.110000 0.006750 -0.987750 / -8.010931 11.836107 2.608698 / -5940.115234 8096.239746 3138.895996
0.110000 0.006750 -0.987750 / -8.025456 11.843557 2.608848 / -5948.147949 8108.086914 3141.504883
0.110000 0.006750 -0.987750 / -8.039982 11.851007 2.608998 / -5956.195312 8119.941406 3144.114014
0.151750 -0.009500 -1.007500 / -8.031882 11.856208 2.588573 / -5964.223145 8131.800293 3146.692383
0.151750 -0.009500 -1.007500 / -8.023783 11.861408 2.568148 / -5972.242676 8143.664062 3149.250244
0.151750 -0.009500 -1.007500 / -8.015683 11.866609 2.547723 / -5980.254395 8155.533203 3151.787842
0.151750 -0.009500 -1.007500 / -8.007584 11.871809 2.527297 / -5988.257812 8167.407715 3154.304932
0.151750 -0.009500 -1.007500 / -7.999484 11.877009 2.506872 / -5996.253418 8179.287109 3156.801514
0.151750 -0.009500 -1.007500 / -7.991384 11.882210 2.486447 / -6004.240723 8191.171875 3159.277832
0.151750 -0.009500 -1.007500 / -7.983284 11.887410 2.466022 / -6012.219727 8203.061523 3161.733643
0.151750 -0.009500 -1.007500 / -7.975183 11.892611 2.445597 / -6020.190918 8214.957031 3164.168945
0.151750 -0.009500 -1.007500 / -7.967083 11.897811 2.425172 / -6028.153809 8226.857422 3166.583984
0.151750 -0.009500 -1.007500 / -7.958983 11.903011 2.404747 / -6036.108887 8238.762695 3168.978516
0.151750 -0.009500 -1.007500 / -7.950883 11.908212 2.384322 / -6044.055664 8250.673828 3171.352539
0.151750 -0.009500 -1.007500 / -7.942783 11.913412 2.363897 / -6051.994629 8262.589844 3173.706299
0.151750 -0.009500 -1.007500 / -7.934683 11.918612 2.343472 / -6059.925293 8274.510742 3176.039551
0.151750 -0.009500 -1.007500 / -7.926583 11.923813 2.323047 / -6067.847656 8286.437500 3178.352295
0.151750 -0.009500 -1.007500 / -7.918483 11.929013 2.302622 / -6075.762207 8298.369141 3180.644775
0.151750 -0.009500 -1.007500 / -7.910383 11.934214 2.282197 / -6083.668457 8310.305664 3182.916748
0.151750 -0.009500 -1.007500 / -7.902283 11.939414 2.261771 / -6091.566895 8322.248047 3185.168213
0.151750 -0.009500 -1.007500 / -7.894183 11.944614 2.241346 / -6099.457031 8334.195312 3187.399414
0.151750 -0.009500 -1.007500 / -7.886083 11.949815 2.220921 / -6107.338867 8346.147461 3189.610107
0.151750 -0.009500 -1.007500 / -7.877983 11.955015 2.200496 / -6115.212891 8358.105469 3191.800293
0.151750 -0.009500 -1.007500 / -7.869883 11.960216 2.180071 / -6123.078613 8370.068359 3193.970215
0.151750 -0.009500 -1.007500 / -7.861783 11.965416 2.159646 / -6130.936523 8382.036133 3196.119629
0.151750 -0.009500 -1.007500 / -7.853683 11.970616 2.139221 / -6138.786133 8394.009766 3198.248535
0.151750 -0.009500 -1.007500 / -7.845583 11.975817 2.118796 / -6146.627441 8405.988281 3200.357178
0.151750 -0.009500 -1.007500 / -7.837483 11.981017 2.098371 / -6154.460938 8417.971680 3202.445312
0.151750 -0.009500 -1.007500 / -7.829383 11.986217 2.077946 / -6162.286133 8429.960938 3204.512939
0.151750 -0.009500 -1.007500 / -7.821283 11.991418 2.057521 / -6170.103516 8441.955078 3206.560303
0.151750 -0.009500 -1.007500 / -7.813183 11.996618 2.037096 / -6177.912598 8453.954102 3208.587158
0.151750 -0.009500 -1.007500 / -7.805083 12.001819 2.016670 / -6185.713867 8465.958984 3210.593506
0.151750 -0.009500 -1.007500 / -7.796983 12.007019 1.996245 / -6193.506836 8477.968750 3212.579590
0.151750 -0.009500 -1.007500 / -7.788883 12.012219 1.975820 / -6201.291504 8489.983398 3214.545166
0.151750 -0.009500 -1.007500 / -7.780783 12.017420 1.955395 / -6209.068359 8502.003906 3216.490234
0.151750 -0.009500 -1.007500 / -7.772683 12.022620 1.934970 / -6216.836914 8514.029297 3218.415039
0.151750 -0.009500 -1.007500 / -7.764583 12.027821 1.914545 / -6224.597656 8526.059570 3220.319336
0.151750 -0.009500 -1.007500 / -7.756483 12.033021 1.894120 / -6232.350098 8538.094727 3222.203125
0.151750 -0.009500 -1.007500 / -7.748383 12.038221 1.873695 / -6240.094238 8550.135742 3224.066650
0.151750 -0.009500 -1.007500 / -7.740283 12.043422 1.853270 / -6247.830566 8562.181641 3225.909668
0.151750 -0.009500 -1.007500 / -7.732183 12.048622 1.832845 / -6255.558594 8574.232422 3227.732422
0.151750 -0.009500 -1.007500 / -7.724082 12.053823 1.812420 / -6263.278809 8586.289062 3229.534668
0.151750 -0.009500 -1.007500 / -7.715982 12.059023 1.791995 / -6270.990723 8598.350586 3231.316406
0.161000 -0.014000 -0.986500 / -7.702282 12.061248 1.783195 / -6278.686035 8610.413086 3233.095215
0.161000 -0.014000 -0.986500 / -7.688582 12.063473 1.774395 / -6286.367676 8622.477539 3234.865234
0.161000 -0.014000 -0.986500 / -7.674882 12.065698 1.765595 / -6294.035645 8634.543945 3236.626465
0.161000 -0.014000 -0.986500 / -7.661182 12.067923 1.756795 / -6301.689941 8646.613281 3238.378906
0.161000 -0.014000 -0.986500 / -7.647482 12.070148 1.747995 / -6309.330566 8658.684570 3240.122559
0.161000 -0.014000 -0.986500 / -7.633782 12.072372 1.739195 / -6316.957520 8670.757812 3241.857422
0.161000 -0.014000 -0.986500 / -7.620082 12.074597 1.730395 / -6324.570801 8682.833984 3243.583496
0.161000 -0.014000 -0.986500 / -7.606382 12.076822 1.721595 / -6332.170410 8694.912109 3245.300781
0.161000 -0.014000 -0.986500 / -7.592682 12.079047 1.712795 / -6339.756348 8706.992188 3247.009277
0.161000 -0.014000 -0.986500 / -7.578982 12.081272 1.703995 / -6347.328613 8719.074219 3248.708984
0.161000 -0.014000 -0.986500 / -7.565282 12.083497 1.695196 / -6354.887207 8731.159180 3250.399658
0.161000 -0.014000 -0.986500 / -7.551582 12.085722 1.686396 / -6362.432129 8743.246094 3252.081543
0.161000 -0.014000 -0.986500 / -7.537882 12.087947 1.677596 / -6369.963379 8755.334961 3253.754639
0.161000 -0.014000 -0.986500 / -7.524182 12.090172 1.668796 / -6377.480469 8767.425781 3255.418945
0.161000 -0.014000 -0.986500 / -7.510482 12.092397 1.659996 / -6384.983887 8779.519531 3257.074463
0.161000 -0.014000 -0.986500 / -7.496782 12.094622 1.651196 / -6392.473633 8791.615234 3258.721191
0.161000 -0.014000 -0.986500 / -7.483082 12.096847 1.642396 / -6399.949707 8803.712891 3260.359131
0.161000 -0.014000 -0.986500 / -7.469382 12.099072 1.633596 / -6407.412109 8815.813477 3261.988281
0.161000 -0.014000 -0.986500 / -7.455682 12.101296 1.624796 / -6414.860840 8827.916016 3263.608643
0.161000 -0.014000 -0.986500 / -7.441982 12.103521 1.615996 / -6422.295898 8840.020508 3265.220215
0.161000 -0.014000 -0.986500 / -7.428282 12.105746 1.607196 / -6429.717285 8852.126953 3266.822998
0.161000 -0.014000 -0.986500 / -7.414582 12.107971 1.598397 / -6437.125000 8864.236328 3268.416992
0.161000 -0.014000 -0.986500 / -7.400882 12.110196 1.589597 / -6444.519043 8876.347656 3270.002197
0.161000 -0.014000 -0.986500 / -7.387182 12.112421 1.580797 / -6451.899414 8888.460938 3271.578613
0.161000 -0.014000 -0.986500 / -7.373482 12.114646 1.571997 / -6459.266113 8900.577148 3273.146240
0.161000 -0.014000 -0.986500 / -7.359782 12.116871 1.563197 / -6466.619141 8912.695312 3274.705078
0.161000 -0.014000 -0.986500 / -7.346082 12.119096 1.554397 / -6473.958496 8924.815430 3276.255127
0.161000 -0.014000 -0.986500 / -7.332382 12.121321 1.545597 / -6481.284180 8936.937500 3277.796387
0.161000 -0.014000 -0.986500 / -7.318682 12.123546 1.536797 / -6488.596191 8949.062500 3279.328857
0.161000 -0.014000 -0.986500 / -7.304982 12.125771 1.527997 / -6495.894531 8961.189453 3280.852539
0.161000 -0.014000 -0.986500 / -7.291282 12.127995 1.519197 / -6503.179199 8973.318359 3282.367432
0.161000 -0.014000 -0.986500 / -7.277582 12.130220 1.510397 / -6510.449707 8985.449219 3283.873535
0.161000 -0.014000 -0.986500 / -7.263882 12.132445 1.501598 / -6517.706543 8997.583008 3285.370850
0.161000 -0.014000 -0.986500 / -7.250182 12.134670 1.492798 / -6524.949707 9009.718750 3286.859131
0.161000 -0.014000 -0.986500 / -7.236482 12.136895 1.483998 / -6532.179199 9021.856445 3288.338623
0.161000 -0.014000 -0.986500 / -7.222782 12.139120 1.475198 / -6539.395020 9033.997070 3289.809326
0.161000 -0.014000 -0.986500 / -7.209082 12.141345 1.466398 / -6546.597168 9046.139648 3291.271240
0.161000 -0.014000 -0.986500 / -7.195382 12.143570 1.457598 / -6553.785645 9058.284180 3292.724365
0.161000 -0.014000 -0.986500 / -7.181682 12.145795 1.448798 / -6560.960449 9070.430664 3294.168701
0.161000 -0.014000 -0.986500 / -7.167982 12.148020 1.439998 / -6568.121582 9082.580078 3295.604248
0.098250 0.062750 -0.982250 / -7.168882 12.170420 1.443373 / -6575.291016 9094.761719 3297.049316
0.098250 0.062750 -0.982250 / -7.169782 12.192820 1.446748 / -6582.461426 9106.965820 3298.497803
0.098250 0.062750 -0.982250 / -7.170681 12.215219 1.450123 / -6589.632324 9119.192383 3299.949707
0.098250 0.062750 -0.982250 / -7.171581 12.237619 1.453498 / -6596.804199 9131.441406 3301.404785
0.098250 0.062750 -0.982250 / -7.172481 12.260019 1.456873 / -6603.977051 9143.712891 3302.863281
0.098250 0.062750 -0.982250 / -7.173381 12.282419 1.460248 / -6611.150879 9156.006836 3304.325195
0.098250 0.062750 -0.982250 / -7.174281 12.304819 1.463624 / -6618.325684 9168.323242 3305.790527
0.098250 0.062750 -0.982250 / -7.175180 12.327219 1.466999 / -6625.501465 9180.662109 3307.259277
0.098250 0.062750 -0.982250 / -7.176080 12.349619 1.470374 / -6632.678223 9193.022461 3308.731445
0.098250 0.062750 -0.982250 / -7.176980 12.372019 1.473749 / -6639.855469 9205.405273 3310.206787
0.098250 0.062750 -0.982250 / -7.177880 12.394419 1.477124 / -6647.033691 9217.810547 3311.685547
0.098250 0.062750 -0.982250 / -7.178780 12.416819 1.480499 / -6654.212891 9230.238281 3313.167725
0.098250 0.062750 -0.982250 / -7.179679 12.439219 1.483874 / -6661.393066 9242.688477 3314.653320
0.098250 0.062750 -0.982250 / -7.180579 12.461618 1.487249 / -6668.574219 9255.161133 3316.142334
0.098250 0.062750 -0.982250 / -7.181479 12.484018 1.490624 / -6675.756348 9267.656250 3317.634766
0.098250 0.062750 -0.982250 / -7.182379 12.506418 1.493999 / -6682.938965 9280.173828 3319.130371
